Protein	CTRL.28.4.1	CTRL.30.1.1	CTRL.30.5.1	CTRL.30.7.1	CTRL.39.2.1	CTRL.39.3.1	CTRL.39.6.1	CTRL.39.12.1	CTRL.39.13.1	VAN.30.7.5	VAN.42.10.5	VAN.42.11.5	CTRL.28.4.1.Norm	CTRL.30.1.1.Norm	CTRL.30.5.1.Norm	CTRL.30.7.1.Norm	CTRL.39.2.1.Norm	CTRL.39.3.1.Norm	CTRL.39.6.1.Norm	CTRL.39.12.1.Norm	CTRL.39.13.1.Norm	VAN.30.7.5.Norm	VAN.42.10.5.Norm	VAN.42.11.5.Norm
CIA30_HUMAN	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	36.3493338720851
CIAO1_HUMAN	1	0	0	0	0	0	1	0	0	0	0	1	30.5148213259476	0	0	0	0	0	41.6007345091598	0	0	0	0	36.3493338720851
CING_HUMAN-DECOY	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	41.6007345091598	0	0	0	0	0
CIP4_HUMAN	6	2	6	4	14	6	7	1	3	3	4	6	183.088927955685	71.6099192361683	239.162550236053	162.890514432149	283.845777595193	182.321491123004	291.205141564119	42.7903841851546	126.378853228512	124.401916606799	183.269597557018	218.096003232511
CIRBP_HUMAN	2	1	2	2	3	3	1	1	0	1	0	2	61.0296426518951	35.8049596180841	79.7208500786843	81.4452572160745	60.8240951989698	91.1607455615021	41.6007345091598	42.7903841851546	0	41.4673055355995	0	72.6986677441703
CISD1_HUMAN	1	0	0	0	0	0	0	1	2	0	0	0	30.5148213259476	0	0	0	0	0	0	42.7903841851546	84.2525688190082	0	0	0
CISD2_HUMAN	1	1	0	0	1	1	1	0	2	1	0	0	30.5148213259476	35.8049596180841	0	0	20.2746983996566	30.3869151871674	41.6007345091598	0	84.2525688190082	41.4673055355995	0	0
CISY_HUMAN	5	8	6	6	20	7	7	5	2	6	4	5	152.574106629738	286.439676944673	239.162550236053	244.335771648223	405.493967993132	212.708406310171	291.205141564119	213.951920925773	84.2525688190082	248.803833213597	183.269597557018	181.746669360426
CJ032_HUMAN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	30.3869151871674	0	0	0	0	0	0
CK054_HUMAN	3	3	1	1	4	4	3	1	1	0	2	3	91.5444639778427	107.414878854252	39.8604250393421	40.7226286080373	81.0987935986265	121.547660748669	124.80220352748	42.7903841851546	42.1262844095041	0	91.6347987785089	109.048001616255
CK068_HUMAN	4	3	3	2	8	4	4	3	4	2	3	3	122.05928530379	107.414878854252	119.581275118026	81.4452572160745	162.197587197253	121.547660748669	166.402938036639	128.371152555464	168.505137638016	82.934611071199	137.452198167763	109.048001616255
CK098_HUMAN	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42.1262844095041	0	0	0
CK5P3_HUMAN	4	3	2	3	5	4	3	3	4	3	1	2	122.05928530379	107.414878854252	79.7208500786843	122.167885824112	101.373491998283	121.547660748669	124.80220352748	128.371152555464	168.505137638016	124.401916606799	45.8173993892544	72.6986677441703
CKAP4_HUMAN	43	41	34	38	86	45	36	45	39	41	33	38	1312.13731701574	1468.00334434145	1355.25445133763	1547.45988710542	1743.62406237047	1367.41118342253	1497.62644232975	1925.56728833196	1642.92509197066	1700.15952695958	1511.9741798454	1381.27468713924
CKAP5_HUMAN	0	3	3	3	1	6	3	0	6	2	0	0	0	107.414878854252	119.581275118026	122.167885824112	20.2746983996566	182.321491123004	124.80220352748	0	252.757706457025	82.934611071199	0	0
CKLF6_HUMAN	1	1	0	0	0	0	0	0	1	1	0	0	30.5148213259476	35.8049596180841	0	0	0	0	0	0	42.1262844095041	41.4673055355995	0	0
CL043_HUMAN	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20.2746983996566	0	0	0	0	0	0	0
CL16A_HUMAN	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	41.6007345091598	0	0	0	0	0
CLAP1_HUMAN	0	0	1	1	0	0	0	0	0	1	0	0	0	0	39.8604250393421	40.7226286080373	0	0	0	0	0	41.4673055355995	0	0
CLAP2_HUMAN	0	3	0	1	0	1	0	0	1	1	0	1	0	107.414878854252	0	40.7226286080373	0	30.3869151871674	0	0	42.1262844095041	41.4673055355995	0	36.3493338720851
CLCA_HUMAN	0	1	2	0	1	0	0	1	0	0	1	2	0	35.8049596180841	79.7208500786843	0	20.2746983996566	0	0	42.7903841851546	0	0	45.8173993892544	72.6986677441703
CLCB_HUMAN	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	45.8173993892544	36.3493338720851
CLCC1_HUMAN	1	0	0	0	0	0	0	0	0	1	0	0	30.5148213259476	0	0	0	0	0	0	0	0	41.4673055355995	0	0
CLH1_HUMAN	2	5	4	12	6	3	2	1	5	8	8	7	61.0296426518951	179.024798090421	159.441700157369	488.671543296447	121.64819039794	91.1607455615021	83.2014690183197	42.7903841851546	210.631422047521	331.738444284796	366.539195114036	254.445337104596
CLIC1_HUMAN	20	22	16	12	27	14	13	13	14	12	14	14	610.296426518951	787.709111597851	637.766800629474	488.671543296447	547.416856790729	425.416812620343	540.809548619078	556.274994407009	589.767981733058	497.607666427194	641.443591449562	508.890674209192
CLIC4_HUMAN	27	25	19	16	47	24	21	32	23	17	16	19	823.900175800584	895.123990452103	757.348075747501	651.562057728596	952.910824783861	729.285964492017	873.615424692357	1369.29229392495	968.904541418595	704.944194105192	733.078390228071	690.637343569618
CLIC5_HUMAN	0	4	4	0	4	3	0	0	0	0	0	0	0	143.219838472337	159.441700157369	0	81.0987935986265	91.1607455615021	0	0	0	0	0	0
CLIP1_HUMAN	9	8	7	7	12	11	6	3	8	5	5	9	274.633391933528	286.439676944673	279.022975275395	285.058400256261	243.296380795879	334.256067058841	249.604407054959	128.371152555464	337.010275276033	207.336527677998	229.086996946272	327.144004848766
CLIP2_HUMAN	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	40.5493967993132	0	0	0	0	0	0	0
CLMP_HUMAN	2	0	0	1	1	1	0	1	0	1	1	1	61.0296426518951	0	0	40.7226286080373	20.2746983996566	30.3869151871674	0	42.7903841851546	0	41.4673055355995	45.8173993892544	36.3493338720851
CLN3_HUMAN	3	1	0	1	2	1	0	0	0	1	2	0	91.5444639778427	35.8049596180841	0	40.7226286080373	40.5493967993132	30.3869151871674	0	0	0	41.4673055355995	91.6347987785089	0
CLN5_HUMAN	0	0	2	0	0	0	3	0	0	2	0	0	0	0	79.7208500786843	0	0	0	124.80220352748	0	0	82.934611071199	0	0
CLP1L_HUMAN	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	60.7738303743347	0	0	42.1262844095041	0	0	0
CLPB_HUMAN	1	0	0	0	0	0	0	0	0	0	0	0	30.5148213259476	0	0	0	0	0	0	0	0	0	0	0
CLPT1_HUMAN	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42.1262844095041	0	0	0
CLPX_HUMAN	1	0	0	0	0	0	0	0	0	0	0	1	30.5148213259476	0	0	0	0	0	0	0	0	0	0	36.3493338720851
CLUS_HUMAN	1	1	0	0	1	1	0	0	0	0	1	1	30.5148213259476	35.8049596180841	0	0	20.2746983996566	30.3869151871674	0	0	0	0	45.8173993892544	36.3493338720851
CMBL_HUMAN	0	1	2	2	0	1	1	0	1	2	0	0	0	35.8049596180841	79.7208500786843	81.4452572160745	0	30.3869151871674	41.6007345091598	0	42.1262844095041	82.934611071199	0	0
CMC1_HUMAN	4	9	8	8	15	6	4	8	7	9	4	5	122.05928530379	322.244636562757	318.883400314737	325.781028864298	304.120475994849	182.321491123004	166.402938036639	342.323073481237	294.883990866529	373.205749820396	183.269597557018	181.746669360426
CMC2_HUMAN	0	3	0	0	0	0	0	0	0	0	0	0	0	107.414878854252	0	0	0	0	0	0	0	0	0	0
CN159_HUMAN	1	0	1	1	2	1	1	0	1	1	0	0	30.5148213259476	0	39.8604250393421	40.7226286080373	40.5493967993132	30.3869151871674	41.6007345091598	0	42.1262844095041	41.4673055355995	0	0
CN166_HUMAN	10	11	8	5	14	11	6	8	5	5	6	6	305.148213259476	393.854555798925	318.883400314737	203.613143040186	283.845777595193	334.256067058841	249.604407054959	342.323073481237	210.631422047521	207.336527677998	274.904396335527	218.096003232511
CN37_HUMAN	7	9	8	7	14	8	6	9	5	2	4	9	213.603749281633	322.244636562757	318.883400314737	285.058400256261	283.845777595193	243.095321497339	249.604407054959	385.113457666391	210.631422047521	82.934611071199	183.269597557018	327.144004848766
CNBP_HUMAN	3	2	2	1	4	2	2	2	1	1	1	2	91.5444639778427	71.6099192361683	79.7208500786843	40.7226286080373	81.0987935986265	60.7738303743347	83.2014690183197	85.5807683703091	42.1262844095041	41.4673055355995	45.8173993892544	72.6986677441703
CNDP2_HUMAN	18	16	9	7	44	15	11	12	11	6	12	11	549.266783867056	572.879353889346	358.743825354079	285.058400256261	892.086729584891	455.80372780751	457.608079600758	513.484610221855	463.389128504545	248.803833213597	549.808792671053	399.842672592936
CNN1_HUMAN	72	55	77	49	159	56	63	48	57	48	68	66	2197.06713546822	1969.27277899463	3069.25272802935	1995.40880179383	3223.6770455454	1701.66725048137	2620.84627407707	2053.93844088742	2401.19821134173	1990.43066570878	3115.5831584693	2399.05603555762
CNN2_HUMAN	40	35	27	24	50	28	28	26	25	17	36	26	1220.5928530379	1253.17358663294	1076.23147606224	977.343086592894	1013.73491998283	850.833625240686	1164.82056625648	1112.54998881402	1053.1571102376	704.944194105192	1649.42637801316	945.082680674214
CNN3_HUMAN	45	34	38	30	66	35	32	36	38	31	33	40	1373.16695966764	1217.36862701486	1514.696151495	1221.67885824112	1338.13009437734	1063.54203155086	1331.22350429311	1540.45383066556	1600.79880756116	1285.48647160359	1511.9741798454	1453.97335488341
CNOT2_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	35.8049596180841	0	0	0	0	0	0	0	0	0	0
CNOT3_HUMAN	0	1	0	0	0	1	1	0	1	0	0	0	0	35.8049596180841	0	0	0	30.3869151871674	41.6007345091598	0	42.1262844095041	0	0	0
CNOT4_HUMAN	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20.2746983996566	0	0	0	0	0	0	0
CNOT7_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	35.8049596180841	0	0	0	0	0	0	0	0	0	0
CNPY2_HUMAN	10	7	4	8	14	10	5	3	6	4	7	8	305.148213259476	250.634717326589	159.441700157369	325.781028864298	283.845777595193	303.869151871674	208.003672545799	128.371152555464	252.757706457025	165.869222142398	320.721795724781	290.794670976681
CNPY3_HUMAN	3	2	3	3	10	3	4	1	2	3	2	5	91.5444639778427	71.6099192361683	119.581275118026	122.167885824112	202.746983996566	91.1607455615021	166.402938036639	42.7903841851546	84.2525688190082	124.401916606799	91.6347987785089	181.746669360426
CNPY4_HUMAN	1	0	1	0	5	1	1	0	0	0	1	2	30.5148213259476	0	39.8604250393421	0	101.373491998283	30.3869151871674	41.6007345091598	0	0	0	45.8173993892544	72.6986677441703
CNRP1_HUMAN	1	3	2	0	3	3	2	2	1	0	2	1	30.5148213259476	107.414878854252	79.7208500786843	0	60.8240951989698	91.1607455615021	83.2014690183197	85.5807683703091	42.1262844095041	0	91.6347987785089	36.3493338720851
CNST_HUMAN	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	30.3869151871674	0	0	42.1262844095041	0	0	0
CNTP1_HUMAN	1	0	0	0	1	0	1	0	0	0	0	0	30.5148213259476	0	0	0	20.2746983996566	0	41.6007345091598	0	0	0	0	0
CO1A1_HUMAN	48	49	40	46	124	74	43	38	54	52	66	93	1464.71142364548	1754.44302128612	1594.41700157369	1873.24091596971	2514.06260155742	2248.63172385038	1788.83158389387	1626.03459903587	2274.81935811322	2156.29988785118	3023.94835969079	3380.48805010392
CO1A2_HUMAN	30	38	23	28	95	49	31	22	39	32	43	46	915.444639778427	1360.5884654872	916.789775904869	1140.23360102504	1926.09634796738	1488.9588441712	1289.62276978395	941.3884520734	1642.92509197066	1326.95377713918	1970.14817373794	1672.06935811592
CO2A1_HUMAN	1	0	0	0	0	0	0	0	0	0	0	0	30.5148213259476	0	0	0	0	0	0	0	0	0	0	0
CO3_HUMAN	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20.2746983996566	0	0	0	0	0	0	0
CO3A1_HUMAN	19	18	20	19	76	39	32	16	39	15	37	38	579.781605193004	644.489273125514	797.208500786843	773.729943552708	1540.8770783739	1185.08969229953	1331.22350429311	684.646146962473	1642.92509197066	622.009583033993	1695.24377740241	1381.27468713924
CO4A1_HUMAN	11	10	4	6	14	9	4	4	8	4	4	7	335.663034585423	358.049596180841	159.441700157369	244.335771648223	283.845777595193	273.482236684506	166.402938036639	171.161536740618	337.010275276033	165.869222142398	183.269597557018	254.445337104596
CO4A2_HUMAN	10	11	4	8	22	12	3	4	6	5	3	10	305.148213259476	393.854555798925	159.441700157369	325.781028864298	446.043364792445	364.642982246008	124.80220352748	171.161536740618	252.757706457025	207.336527677998	137.452198167763	363.493338720851
CO5_HUMAN	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	42.7903841851546	42.1262844095041	0	0	0
CO5A1_HUMAN	17	11	5	10	51	30	11	13	18	8	19	18	518.751962541108	393.854555798925	199.302125196711	407.226286080373	1034.00961838249	911.607455615021	457.608079600758	556.274994407009	758.273119371074	331.738444284796	870.530588395835	654.288009697533
CO5A2_HUMAN	10	10	5	5	30	16	7	8	8	3	8	19	305.148213259476	358.049596180841	199.302125196711	203.613143040186	608.240951989698	486.190642994678	291.205141564119	342.323073481237	337.010275276033	124.401916606799	366.539195114036	690.637343569618
CO6A1_HUMAN	26	21	24	25	62	35	30	24	29	24	25	28	793.385354474636	751.904151979767	956.650200944212	1018.06571520093	1257.03130077871	1063.54203155086	1248.0220352748	1026.96922044371	1221.66224787562	995.215332854389	1145.43498473136	1017.78134841838
CO6A2_HUMAN	17	15	12	15	34	20	16	23	17	17	13	17	518.751962541108	537.074394271262	478.325100472106	610.839429120559	689.339745588325	607.738303743347	665.611752146557	984.178836258555	716.14683496157	704.944194105192	595.626192060308	617.938675825447
CO6A3_HUMAN	92	71	69	70	159	96	87	102	70	72	79	91	2807.36356198717	2542.15213288397	2750.36932771461	2850.58400256261	3223.6770455454	2917.14385796807	3619.26390229691	4364.61918688577	2948.83990866529	2985.64599856317	3619.5745517511	3307.78938235975
CO8A1_HUMAN	12	3	7	7	14	10	5	5	6	7	10	6	366.177855911371	107.414878854252	279.022975275395	285.058400256261	283.845777595193	303.869151871674	208.003672545799	213.951920925773	252.757706457025	290.271138749197	458.173993892545	218.096003232511
COA7_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	35.8049596180841	0	0	0	0	0	0	0	0	0	0
COASY_HUMAN	1	1	0	0	0	0	1	0	0	0	0	0	30.5148213259476	35.8049596180841	0	0	0	0	41.6007345091598	0	0	0	0	0
COBA1_HUMAN	4	2	0	2	6	4	0	0	3	2	3	3	122.05928530379	71.6099192361683	0	81.4452572160745	121.64819039794	121.547660748669	0	0	126.378853228512	82.934611071199	137.452198167763	109.048001616255
COBL1_HUMAN	9	2	1	0	8	6	1	2	3	0	2	3	274.633391933528	71.6099192361683	39.8604250393421	0	162.197587197253	182.321491123004	41.6007345091598	85.5807683703091	126.378853228512	0	91.6347987785089	109.048001616255
COCA1_HUMAN	33	59	49	37	149	89	82	88	73	48	85	103	1006.98910375627	2112.49261746696	1953.16082692777	1506.73725849738	3020.93006154884	2704.43545165789	3411.26022975111	3765.5538082936	3075.2187618938	1990.43066570878	3894.47894808663	3743.98138882477
COEA1_HUMAN	5	11	4	5	7	11	4	4	6	7	7	3	152.574106629738	393.854555798925	159.441700157369	203.613143040186	141.922888797596	334.256067058841	166.402938036639	171.161536740618	252.757706457025	290.271138749197	320.721795724781	109.048001616255
COF1_HUMAN	36	34	36	34	61	33	41	34	40	32	47	48	1098.53356773411	1217.36862701486	1434.97530141632	1384.56937267327	1236.75660237905	1002.76820117652	1705.63011487555	1454.87306229526	1685.05137638016	1326.95377713918	2153.41777129496	1744.76802586009
COF2_HUMAN	15	13	14	11	32	12	15	15	14	10	21	17	457.722319889213	465.464475035094	558.04595055079	447.94891468841	648.790348789012	364.642982246008	624.011017637398	641.855762777319	589.767981733058	414.673055355995	962.165387174343	617.938675825447
COFA1_HUMAN	2	1	2	1	0	2	1	1	1	1	1	1	61.0296426518951	35.8049596180841	79.7208500786843	40.7226286080373	0	60.7738303743347	41.6007345091598	42.7903841851546	42.1262844095041	41.4673055355995	45.8173993892544	36.3493338720851
COGA1_HUMAN	4	3	3	3	18	9	4	3	7	3	1	2	122.05928530379	107.414878854252	119.581275118026	122.167885824112	364.944571193819	273.482236684506	166.402938036639	128.371152555464	294.883990866529	124.401916606799	45.8173993892544	72.6986677441703
COIA1_HUMAN	10	9	7	10	25	9	7	5	7	9	8	6	305.148213259476	322.244636562757	279.022975275395	407.226286080373	506.867459991415	273.482236684506	291.205141564119	213.951920925773	294.883990866529	373.205749820396	366.539195114036	218.096003232511
COMD1_HUMAN	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	20.2746983996566	30.3869151871674	0	0	42.1262844095041	0	0	36.3493338720851
COMD2_HUMAN	1	0	2	2	1	1	0	0	1	2	0	1	30.5148213259476	0	79.7208500786843	81.4452572160745	20.2746983996566	30.3869151871674	0	0	42.1262844095041	82.934611071199	0	36.3493338720851
COMD3_HUMAN	1	0	0	1	1	1	1	1	1	0	0	2	30.5148213259476	0	0	40.7226286080373	20.2746983996566	30.3869151871674	41.6007345091598	42.7903841851546	42.1262844095041	0	0	72.6986677441703
COMD5_HUMAN	1	2	0	0	2	1	2	0	0	1	0	1	30.5148213259476	71.6099192361683	0	0	40.5493967993132	30.3869151871674	83.2014690183197	0	0	41.4673055355995	0	36.3493338720851
COMD8_HUMAN	0	0	1	0	0	0	0	0	0	0	0	0	0	0	39.8604250393421	0	0	0	0	0	0	0	0	0
COMD9_HUMAN	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	60.7738303743347	0	42.7903841851546	42.1262844095041	0	0	0
COMDA_HUMAN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	45.8173993892544	0
COMP_HUMAN	1	0	0	1	0	0	0	0	0	0	0	1	30.5148213259476	0	0	40.7226286080373	0	0	0	0	0	0	0	36.3493338720851
COMT_HUMAN	10	10	13	10	22	11	11	11	10	12	7	14	305.148213259476	358.049596180841	518.185525511448	407.226286080373	446.043364792445	334.256067058841	457.608079600758	470.6942260367	421.262844095041	497.607666427194	320.721795724781	508.890674209192
COPA_HUMAN	4	22	13	22	18	27	13	8	13	23	5	11	122.05928530379	787.709111597851	518.185525511448	895.89782937682	364.944571193819	820.446710053519	540.809548619078	342.323073481237	547.641697323554	953.748027318789	229.086996946272	399.842672592936
COPB_HUMAN	3	17	16	12	17	17	11	14	15	13	4	5	91.5444639778427	608.68431350743	637.766800629474	488.671543296447	344.669872794162	516.577558181845	457.608079600758	599.065378592164	631.894266142562	539.074971962794	183.269597557018	181.746669360426
COPB2_HUMAN	7	12	8	15	16	22	5	5	15	20	6	5	213.603749281633	429.65951541701	318.883400314737	610.839429120559	324.395174394506	668.512134117682	208.003672545799	213.951920925773	631.894266142562	829.34611071199	274.904396335527	181.746669360426
COPD_HUMAN	9	6	5	3	16	8	4	8	7	4	6	7	274.633391933528	214.829757708505	199.302125196711	122.167885824112	324.395174394506	243.095321497339	166.402938036639	342.323073481237	294.883990866529	165.869222142398	274.904396335527	254.445337104596
COPE_HUMAN	10	10	8	9	26	11	4	13	13	9	5	14	305.148213259476	358.049596180841	318.883400314737	366.503657472335	527.142158391072	334.256067058841	166.402938036639	556.274994407009	547.641697323554	373.205749820396	229.086996946272	508.890674209192
COPG1_HUMAN	15	23	18	21	32	24	9	13	17	26	9	13	457.722319889213	823.514071215935	717.487650708159	855.175200768782	648.790348789012	729.285964492017	374.406610582439	556.274994407009	716.14683496157	1078.14994392559	412.35659450329	472.541340337107
COPG2_HUMAN	2	3	0	0	4	3	0	0	0	4	0	2	61.0296426518951	107.414878854252	0	0	81.0987935986265	91.1607455615021	0	0	0	165.869222142398	0	72.6986677441703
COPZ1_HUMAN	3	4	4	2	5	5	4	3	4	1	3	3	91.5444639778427	143.219838472337	159.441700157369	81.4452572160745	101.373491998283	151.934575935837	166.402938036639	128.371152555464	168.505137638016	41.4673055355995	137.452198167763	109.048001616255
COPZ2_HUMAN	0	0	0	0	1	0	1	1	2	0	2	3	0	0	0	0	20.2746983996566	0	41.6007345091598	42.7903841851546	84.2525688190082	0	91.6347987785089	109.048001616255
COQ9_HUMAN	2	0	1	1	1	1	0	0	0	1	0	0	61.0296426518951	0	39.8604250393421	40.7226286080373	20.2746983996566	30.3869151871674	0	0	0	41.4673055355995	0	0
COR1B_HUMAN	12	9	9	9	18	16	6	9	7	11	4	11	366.177855911371	322.244636562757	358.743825354079	366.503657472335	364.944571193819	486.190642994678	249.604407054959	385.113457666391	294.883990866529	456.140360891595	183.269597557018	399.842672592936
COR1C_HUMAN	17	14	13	13	26	16	11	11	12	12	17	9	518.751962541108	501.269434653178	518.185525511448	529.394171904484	527.142158391072	486.190642994678	457.608079600758	470.6942260367	505.515412914049	497.607666427194	778.895789617326	327.144004848766
COR2B_HUMAN	0	2	2	4	2	1	0	3	0	1	1	0	0	71.6099192361683	79.7208500786843	162.890514432149	40.5493967993132	30.3869151871674	0	128.371152555464	0	41.4673055355995	45.8173993892544	0
CORO6_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	35.8049596180841	0	0	0	0	0	0	0	0	0	0
COT1_HUMAN	0	1	1	0	0	0	0	0	0	0	0	1	0	35.8049596180841	39.8604250393421	0	0	0	0	0	0	0	0	36.3493338720851
COT2_HUMAN	1	0	0	1	1	3	1	1	3	1	0	0	30.5148213259476	0	0	40.7226286080373	20.2746983996566	91.1607455615021	41.6007345091598	42.7903841851546	126.378853228512	41.4673055355995	0	0
COTL1_HUMAN	4	2	4	3	5	2	3	3	2	2	3	4	122.05928530379	71.6099192361683	159.441700157369	122.167885824112	101.373491998283	60.7738303743347	124.80220352748	128.371152555464	84.2525688190082	82.934611071199	137.452198167763	145.397335488341
COX17_HUMAN	1	0	1	0	0	0	0	0	0	0	1	0	30.5148213259476	0	39.8604250393421	0	0	0	0	0	0	0	45.8173993892544	0
COX2_HUMAN	4	5	4	4	11	5	4	3	1	4	1	2	122.05928530379	179.024798090421	159.441700157369	162.890514432149	223.021682396223	151.934575935837	166.402938036639	128.371152555464	42.1262844095041	165.869222142398	45.8173993892544	72.6986677441703
COX20_HUMAN	0	2	1	0	2	2	0	1	0	0	1	1	0	71.6099192361683	39.8604250393421	0	40.5493967993132	60.7738303743347	0	42.7903841851546	0	0	45.8173993892544	36.3493338720851
COX41_HUMAN	2	3	2	2	3	1	4	2	0	1	1	3	61.0296426518951	107.414878854252	79.7208500786843	81.4452572160745	60.8240951989698	30.3869151871674	166.402938036639	85.5807683703091	0	41.4673055355995	45.8173993892544	109.048001616255
COX5A_HUMAN	3	3	2	2	6	4	4	2	0	1	1	4	91.5444639778427	107.414878854252	79.7208500786843	81.4452572160745	121.64819039794	121.547660748669	166.402938036639	85.5807683703091	0	41.4673055355995	45.8173993892544	145.397335488341
COX5B_HUMAN	3	3	2	3	1	4	2	4	3	2	4	2	91.5444639778427	107.414878854252	79.7208500786843	122.167885824112	20.2746983996566	121.547660748669	83.2014690183197	171.161536740618	126.378853228512	82.934611071199	183.269597557018	72.6986677441703
CP013_HUMAN	0	0	1	0	2	0	2	0	0	0	0	0	0	0	39.8604250393421	0	40.5493967993132	0	83.2014690183197	0	0	0	0	0
CP062_HUMAN	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	40.7226286080373	0	0	0	0	42.1262844095041	41.4673055355995	0	0
CP20A_HUMAN	0	1	0	0	0	0	0	0	0	0	0	0	0	35.8049596180841	0	0	0	0	0	0	0	0	0	0
CP250_HUMAN	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	41.6007345091598	0	42.1262844095041	0	0	0
CPIN1_HUMAN	1	2	0	1	1	2	1	1	1	0	0	0	30.5148213259476	71.6099192361683	0	40.7226286080373	20.2746983996566	60.7738303743347	41.6007345091598	42.7903841851546	42.1262844095041	0	0	0
CPNE1_HUMAN	1	2	2	1	8	4	3	1	2	1	2	3	30.5148213259476	71.6099192361683	79.7208500786843	40.7226286080373	162.197587197253	121.547660748669	124.80220352748	42.7903841851546	84.2525688190082	41.4673055355995	91.6347987785089	109.048001616255
CPNE2_HUMAN-DECOY	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	41.6007345091598	0	0	0	0	0
CPNE3_HUMAN	7	11	7	9	14	11	7	8	5	7	2	6	213.603749281633	393.854555798925	279.022975275395	366.503657472335	283.845777595193	334.256067058841	291.205141564119	342.323073481237	210.631422047521	290.271138749197	91.6347987785089	218.096003232511
CPNS1_HUMAN	17	21	19	13	34	26	18	15	28	12	8	17	518.751962541108	751.904151979767	757.348075747501	529.394171904484	689.339745588325	790.059794866351	748.813221164877	641.855762777319	1179.53596346612	497.607666427194	366.539195114036	617.938675825447
CPPED_HUMAN	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42.1262844095041	0	0	0
CPSF3_HUMAN	1	1	1	1	2	1	2	0	1	1	0	0	30.5148213259476	35.8049596180841	39.8604250393421	40.7226286080373	40.5493967993132	30.3869151871674	83.2014690183197	0	42.1262844095041	41.4673055355995	0	0
CPSF5_HUMAN	6	4	6	3	9	5	5	1	3	4	4	7	183.088927955685	143.219838472337	239.162550236053	122.167885824112	182.47228559691	151.934575935837	208.003672545799	42.7903841851546	126.378853228512	165.869222142398	183.269597557018	254.445337104596
CPSF6_HUMAN	2	2	2	3	5	2	2	1	1	1	1	3	61.0296426518951	71.6099192361683	79.7208500786843	122.167885824112	101.373491998283	60.7738303743347	83.2014690183197	42.7903841851546	42.1262844095041	41.4673055355995	45.8173993892544	109.048001616255
CPSF7_HUMAN	4	4	2	2	9	3	3	1	0	1	2	2	122.05928530379	143.219838472337	79.7208500786843	81.4452572160745	182.47228559691	91.1607455615021	124.80220352748	42.7903841851546	0	41.4673055355995	91.6347987785089	72.6986677441703
CPT1A_HUMAN	4	7	9	10	13	8	4	5	7	10	2	5	122.05928530379	250.634717326589	358.743825354079	407.226286080373	263.571079195536	243.095321497339	166.402938036639	213.951920925773	294.883990866529	414.673055355995	91.6347987785089	181.746669360426
CPT2_HUMAN	3	6	2	1	2	2	2	1	1	1	0	0	91.5444639778427	214.829757708505	79.7208500786843	40.7226286080373	40.5493967993132	60.7738303743347	83.2014690183197	42.7903841851546	42.1262844095041	41.4673055355995	0	0
CQ059_HUMAN	1	1	0	0	0	0	0	0	1	0	0	0	30.5148213259476	35.8049596180841	0	0	0	0	0	0	42.1262844095041	0	0	0
CQ062_HUMAN	1	0	0	1	0	0	0	0	0	1	0	0	30.5148213259476	0	0	40.7226286080373	0	0	0	0	0	41.4673055355995	0	0
CR025_HUMAN	0	0	1	0	2	0	1	0	0	0	0	0	0	0	39.8604250393421	0	40.5493967993132	0	41.6007345091598	0	0	0	0	0
CRADD_HUMAN	0	2	1	0	1	1	0	0	1	0	0	0	0	71.6099192361683	39.8604250393421	0	20.2746983996566	30.3869151871674	0	0	42.1262844095041	0	0	0
CREB1_HUMAN	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	20.2746983996566	30.3869151871674	0	0	0	0	0	36.3493338720851
